dmel	dana	dvir	dpse	dsec	dwil	dper	dyak	dsim	dere	dgri	dmoj
dmel-FBgn0051128	dana-FBgn0273922	dvir-FBgn0275135	dpse-FBgn0283177	dsec-FBgn0205046	dwil-FBgn0282996	dper-FBgn0261482	dyak-FBgn0271974	dsim-FBgn0247137	dere-FBgn0261483	dgri-FBgn0272337	dmoj-FBgn0181453
dmel-FBgn0051131	dana-FBgn0281502	dvir-FBgn0096874	dpse-FBgn0076047	dsec-FBgn0171219	dwil-FBgn0224505	dper-FBgn0161466	dyak-FBgn0228379	dsim-FBgn0189585	dere-FBgn0104369		dmoj-GI26765
dmel-FBgn0051133	dana-FBgn0146155	dvir-FBgn0095909	dpse-FBgn0201743	dsec-FBgn0076049	dwil-FBgn0178377	dper-FBgn0213942	dyak-FBgn0161734	dsim-FBgn0228666	dere-FBgn0189851	dgri-FBgn0104660	dmoj-FBgn0126560
dmel-FBgn0051139	dana-FBgn0095305	dvir-FBgn0248423	dpse-FBgn0178481	dsec-FBgn0213634	dwil-FBgn0161365	dper-FBgn0189950		dsim-GD18425			
dmel-FBgn0051140	dana-FBgn0146863	dvir-FBgn0211730	dpse-FBgn0076056	dsec-FBgn0181396	dwil-FBgn0213499	dper-FBgn0160975	dyak-FBgn0240619	dsim-FBgn0192505	dere-FBgn0103542	dgri-FBgn0119571	dmoj-GI24140
dmel-FBgn0051141	dana-FBgn0181388	dvir-FBgn0228265	dpse-FBgn0192498	dsec-FBgn0103535			dyak-GE10400	dsim-GD21043	dere-GG11234		
dmel-FBgn0051145	dana-FBgn0133466	dvir-FBgn0095768	dpse-FBgn0210220	dsec-FBgn0248188	dwil-FBgn0178418	dper-FBgn0215420	dyak-FBgn0151443	dsim-FBgn0241081	dere-FBgn0189894	dgri-FBgn0104707	dmoj-FBgn0126533
dmel-FBgn0051146	dana-FBgn0146848	dvir-FBgn0094697	dpse-FBgn0198216	dsec-FBgn0076060	dwil-FBgn0165914	dper-FBgn0214028	dyak-FBgn0150056	dsim-FBgn0276521	dere-FBgn0242029	dgri-FBgn0277399	dmoj-FBgn0277328
dmel-FBgn0051148	dana-FBgn0145509	dvir-FBgn0093275	dpse-FBgn0209888	dsec-FBgn0076062	dwil-FBgn0181373	dper-FBgn0215198	dyak-FBgn0151259	dsim-FBgn0228250	dere-FBgn0192482	dgri-FBgn0103519	dmoj-FBgn0124927
dmel-FBgn0051151	dana-FBgn0147073	dvir-FBgn0093715	dpse-FBgn0211441	dsec-FBgn0248425	dwil-FBgn0178489	dper-FBgn0213639	dyak-FBgn0161372	dsim-FBgn0241154	dere-FBgn0189960	dgri-FBgn0104780	dmoj-FBgn0125972
dmel-FBgn0051155	dana-FBgn0145373	dvir-FBgn0088864	dpse-FBgn0210474	dsec-FBgn0249019	dwil-FBgn0076067	dper-FBgn0180653	dyak-FBgn0213223	dsim-FBgn0149817	dere-FBgn0243428	dgri-FBgn0191847	dmoj-FBgn0113000
dmel-FBgn0051156	dana-FBgn0133285	dvir-FBgn0093164	dpse-FBgn0211256	dsec-FBgn0076068	dwil-FBgn0178498	dper-FBgn0213793	dyak-FBgn0151336	dsim-FBgn0241163	dere-FBgn0189967	dgri-FBgn0104789	dmoj-FBgn0125500
dmel-FBgn0051157	dana-FBgn0146090	dvir-FBgn0094591	dpse-FBgn0197642	dsec-FBgn0076069	dwil-FBgn0178947	dper-FBgn0214242	dyak-FBgn0161976	dsim-FBgn0243274	dere-FBgn0190390	dgri-FBgn0111626	dmoj-FBgn0125841
dmel-FBgn0051158	dana-FBgn0144973	dvir-FBgn0095876	dpse-FBgn0210153	dsec-FBgn0076070	dwil-FBgn0181301	dper-FBgn0213315	dyak-FBgn0151352	dsim-FBgn0228183	dere-FBgn0192422	dgri-FBgn0103450	dmoj-FBgn0129909
dmel-FBgn0051159	dana-FBgn0144974	dvir-FBgn0095879	dpse-FBgn0198117	dsec-FBgn0076071	dwil-FBgn0181303	dper-FBgn0213316	dyak-FBgn0151354	dsim-FBgn0228185	dere-FBgn0192424	dgri-FBgn0103452	dmoj-FBgn0129926
dmel-FBgn0051161	dana-FBgn0095880	dvir-FBgn0248156	dpse-FBgn0181305	dsec-FBgn0220631	dwil-FBgn0151355	dper-FBgn0228186	dyak-FBgn0269948	dsim-FBgn0103453	dere-FBgn0129930	dgri-GH22472	
dmel-FBgn0051163	dana-FBgn0133233	dvir-FBgn0095091	dpse-FBgn0210253	dsec-FBgn0262674	dwil-FBgn0181262	dper-FBgn0216253	dyak-FBgn0160801	dsim-FBgn0228150	dere-FBgn0192386	dgri-FBgn0103416	dmoj-FBgn0128548
dmel-FBgn0051164	dana-FBgn0133227	dvir-FBgn0181256	dpse-FBgn0160795	dsec-FBgn0228145	dwil-FBgn0186844	dper-FBgn0103410	dyak-GE10272	dsim-GD15174	dere-GG11108		dmoj-GI10463
dmel-FBgn0051174	dana-FBgn0093978	dvir-FBgn0178551	dpse-FBgn0241217	dsec-FBgn0190018	dwil-FBgn0104841		dyak-GE24078	dsim-GD18495	dere-GG12553		
dmel-FBgn0051176	dana-FBgn0133027	dvir-FBgn0094825	dpse-FBgn0198329	dsec-FBgn0076082	dwil-FBgn0165942	dper-FBgn0214084	dyak-FBgn0159094	dsim-FBgn0242060	dere-FBgn0191450	dgri-FBgn0106644	dmoj-GI10262
dmel-FBgn0051183	dana-FBgn0147365	dvir-FBgn0093493	dpse-FBgn0210563	dsec-FBgn0076088	dwil-FBgn0180603	dper-FBgn0213870	dyak-FBgn0159321	dsim-FBgn0243381	dere-FBgn0191794	dgri-FBgn0112491	dmoj-FBgn0121463
dmel-FBgn0051184	dana-FBgn0281744	dvir-FBgn0274204	dpse-FBgn0282172	dsec-FBgn0250582	dwil-FBgn0279400	dper-FBgn0160980	dyak-FBgn0276979	dsim-FBgn0192508	dere-FBgn0103546		dmoj-GI27007
dmel-FBgn0051189	dana-FBgn0133074	dvir-FBgn0197451	dpse-FBgn0076092	dsec-FBgn0170033	dwil-FBgn0278960	dper-FBgn0216324	dyak-FBgn0150295	dsim-FBgn0276539	dere-FBgn0191500	dgri-FBgn0107247	dmoj-FBgn0130660
dmel-FBgn0051191	dana-FBgn0144715	dvir-FBgn0094026	dpse-FBgn0201558	dsec-FBgn0076095	dwil-FBgn0170039	dper-FBgn0224665	dyak-FBgn0160839	dsim-FBgn0228966	dere-FBgn0242117	dgri-FBgn0275650	dmoj-FBgn0191504
dmel-FBgn0051195	dana-FBgn0144887	dvir-FBgn0095334	dpse-FBgn0211357	dsec-FBgn0076099	dwil-FBgn0178031	dper-FBgn0224677	dyak-FBgn0164711	dsim-FBgn0242131	dere-FBgn0191518	dgri-FBgn0107422	dmoj-FBgn0123474
dmel-FBgn0051198	dana-FBgn0147010	dvir-FBgn0095058	dpse-FBgn0210170	dsec-FBgn0076101	dwil-FBgn0181224	dper-FBgn0214898	dyak-FBgn0161380	dsim-FBgn0228112	dere-FBgn0192354	dgri-FBgn0109704	dmoj-FBgn0126088
dmel-FBgn0051199	dana-FBgn0144889	dvir-FBgn0095336	dpse-FBgn0211362	dsec-FBgn0211359	dwil-FBgn0076102	dper-FBgn0178033	dyak-FBgn0224680	dsim-FBgn0164713	dere-FBgn0242134	dgri-FBgn0191520	dmoj-FBgn0107456
dmel-FBgn0051200	dana-FBgn0144888	dvir-FBgn0095335	dpse-FBgn0211358	dsec-FBgn0211360	dwil-FBgn0076103	dper-FBgn0178032	dyak-FBgn0224678	dsim-FBgn0164712	dere-FBgn0242133	dgri-FBgn0191519	dmoj-FBgn0107444
dmel-FBgn0051201	dana-FBgn0144898	dvir-FBgn0095344	dpse-FBgn0211369	dsec-FBgn0076104	dwil-FBgn0178041	dper-FBgn0224686	dyak-FBgn0164722	dsim-FBgn0158282	dere-FBgn0242141	dgri-FBgn0191528	dmoj-FBgn0107531
dmel-FBgn0051202	dana-FBgn0093241	dvir-FBgn0076105	dpse-FBgn0167141	dsec-FBgn0151101	dwil-FBgn0277366	dper-FBgn0189094	dyak-FBgn0104277	dsim-GD17544	dere-GG11985		
dmel-FBgn0051204	dana-FBgn0133332	dvir-FBgn0094216	dpse-FBgn0210025	dsec-FBgn0076107	dwil-FBgn0167031	dper-FBgn0224401	dyak-FBgn0164822	dsim-FBgn0240514	dere-FBgn0188073	dgri-FBgn0104165	dmoj-FBgn0124498
dmel-FBgn0051205	dana-FBgn0274793	dvir-FBgn0261660	dpse-FBgn0177998	dsec-FBgn0223095	dwil-FBgn0242742	dper-FBgn0190870	dyak-FBgn0116205	dsim-GD19368	dere-GG24066		
dmel-FBgn0051206	dana-FBgn0094352	dvir-FBgn0178076	dpse-FBgn0276389	dsec-FBgn0242174	dwil-FBgn0191559	dper-FBgn0064637	dyak-GE28234; GE25086	dsim-GD20078	dere-GG15597		
dmel-FBgn0051207	dana-FBgn0133073	dvir-FBgn0133072	dpse-FBgn0095544	dsec-FBgn0095543	dwil-FBgn0095542	dper-FBgn0197449	dyak-FBgn0197450	dsim-FBgn0076109	dere-FBgn0080081	dgri-FBgn0170031	dmoj-FBgn0170032
dmel-FBgn0051211	dana-FBgn0146792	dvir-FBgn0093550	dpse-FBgn0210814	dsec-FBgn0076113	dwil-FBgn0178852	dper-FBgn0215776	dyak-FBgn0159846	dsim-FBgn0241342	dere-FBgn0190307	dgri-FBgn0110722	dmoj-FBgn0120634
dmel-FBgn0051213	dana-FBgn0094648	dvir-FBgn0172593	dpse-FBgn0242700	dsec-FBgn0190828	dwil-FBgn0115777		dyak-GE25638	dsim-GD19326	dere-GG23636		
dmel-FBgn0051216	dana-FBgn0145149	dvir-FBgn0094631	dpse-FBgn0198247	dsec-FBgn0248949	dwil-FBgn0181708	dper-FBgn0224334	dyak-FBgn0150273	dsim-FBgn0242683	dere-FBgn0190811	dgri-FBgn0115607	dmoj-FBgn0122665
dmel-FBgn0051217	dana-FBgn0147431	dvir-FBgn0094943	dpse-FBgn0067469	dsec-FBgn0076116	dwil-FBgn0170330	dper-FBgn0215445	dyak-FBgn0160596	dsim-FBgn0243171	dere-FBgn0191746	dgri-FBgn0109043	dmoj-FBgn0126938
dmel-FBgn0051219	dana-FBgn0275854	dvir-FBgn0242680	dpse-FBgn0190809				dyak-GE27699; GE25618	dsim-GD19306			
dmel-FBgn0051220	dana-FBgn0181705	dvir-FBgn0242679	dpse-FBgn0190808	dsec-GM26855			dyak-GE25617	dsim-GD19305			
dmel-FBgn0051221	dana-FBgn0145830	dvir-FBgn0093574	dpse-FBgn0209828	dsec-FBgn0076118	dwil-FBgn0181693	dper-FBgn0215823	dyak-FBgn0150258	dsim-FBgn0242669	dere-FBgn0190795	dgri-FBgn0115479	dmoj-FBgn0129755
dmel-FBgn0051223	dana-FBgn0133360	dvir-FBgn0095006	dpse-FBgn0210054	dsec-FBgn0076120	dwil-FBgn0178005	dper-FBgn0224448	dyak-FBgn0161869	dsim-FBgn0242748	dere-FBgn0190878	dgri-FBgn0116288	dmoj-FBgn0124742
dmel-FBgn0051224	dana-FBgn0146970	dvir-FBgn0095120	dpse-FBgn0198092	dsec-FBgn0076121	dwil-FBgn0173599	dper-FBgn0216174	dyak-FBgn0160760	dsim-FBgn0242270	dere-FBgn0191638	dgri-FBgn0108599	dmoj-FBgn0126680
dmel-FBgn0051225	dana-FBgn0147555	dvir-FBgn0096877	dpse-FBgn0211559	dsec-FBgn0181360	dwil-FBgn0279794	dper-FBgn0228238	dyak-FBgn0192472	dsim-FBgn0103507	dere-FBgn0130858	dgri-GH23401	dmoj-GI24835
dmel-FBgn0051226	dana-FBgn0281697	dvir-FBgn0092510	dpse-FBgn0096679	dsec-FBgn0282434	dwil-FBgn0250378	dper-FBgn0246828	dyak-FBgn0173584	dsim-FBgn0221375	dere-FBgn0164272	dgri-FBgn0163378	dmoj-FBgn0228970
dmel-FBgn0051229	dana-FBgn0146066	dvir-FBgn0093935	dpse-FBgn0197624	dsec-FBgn0076123	dwil-FBgn0172787	dper-FBgn0214218	dyak-FBgn0161950	dsim-FBgn0242615	dere-FBgn0242617	dgri-FBgn0190746	dmoj-FBgn0115182
dmel-FBgn0051230	dana-FBgn0276494	dvir-FBgn0268751	dpse-FBgn0278563				dyak-GE28339	dsim-GD27461	dere-GG27258		
dmel-FBgn0051231	dana-FBgn0093934	dvir-FBgn0246143	dpse-FBgn0172786	dsec-FBgn0149132	dwil-FBgn0242616	dper-FBgn0242614	dyak-FBgn0190744	dsim-FBgn0115170	dere-GG23013		
dmel-FBgn0051233	dana-FBgn0147011	dvir-FBgn0095056	dpse-FBgn0210169	dsec-FBgn0076125	dwil-FBgn0181223	dper-FBgn0214897	dyak-FBgn0161379	dsim-FBgn0228110	dere-FBgn0192353	dgri-FBgn0109703	dmoj-FBgn0126719
dmel-FBgn0051235	dana-FBgn0146990	dvir-FBgn0095138	dpse-FBgn0198108	dsec-FBgn0076126	dwil-FBgn0173619	dper-FBgn0213509	dyak-FBgn0160790	dsim-FBgn0191658	dere-FBgn0108717	dgri-FBgn0121408	dmoj-FBgn0126699
dmel-FBgn0051244	dana-FBgn0280514	dvir-FBgn0095480	dpse-FBgn0282170	dsec-FBgn0076134	dwil-FBgn0181758	dper-FBgn0280133	dyak-FBgn0149574	dsim-FBgn0242215	dere-FBgn0191594	dgri-FBgn0108221	dmoj-GI25777
dmel-FBgn0051245	dana-FBgn0281089	dvir-FBgn0095481	dpse-FBgn0283232	dsec-FBgn0076135	dwil-FBgn0181760	dper-FBgn0280061	dyak-FBgn0149576	dsim-FBgn0242217	dere-FBgn0191596	dgri-FBgn0108243	dmoj-GI26352
dmel-FBgn0051248	dana-FBgn0145787	dvir-FBgn0094671	dpse-FBgn0211651	dsec-FBgn0076138	dwil-FBgn0165879	dper-FBgn0216526	dyak-FBgn0150025	dsim-FBgn0277077	dere-FBgn0241999	dgri-FBgn0270534	dmoj-FBgn0106104
dmel-FBgn0051249	dana-FBgn0145724	dvir-FBgn0094191	dpse-FBgn0211668	dsec-FBgn0076139	dwil-FBgn0170268	dper-FBgn0215796	dyak-FBgn0159295	dsim-FBgn0242336	dere-FBgn0186767	dgri-FBgn0108989	dmoj-FBgn0126985
dmel-FBgn0051251	dana-FBgn0136618	dvir-FBgn0094192	dpse-FBgn0198979	dsec-FBgn0247750	dwil-FBgn0170269	dper-FBgn0215797	dyak-FBgn0159296	dsim-FBgn0242337	dere-FBgn0186768	dgri-FBgn0108990	dmoj-FBgn0124044
dmel-FBgn0051253	dana-FBgn0281502	dvir-FBgn0096874	dpse-FBgn0076047	dsec-FBgn0171219	dwil-FBgn0224505	dper-FBgn0161466	dyak-FBgn0228379	dsim-FBgn0189585	dere-FBgn0104369		dmoj-GI26765
dmel-FBgn0051259	dana-FBgn0146640	dvir-FBgn0094263	dpse-FBgn0211095	dsec-FBgn0076146	dwil-FBgn0178603	dper-FBgn0213600	dyak-FBgn0242932	dsim-FBgn0242931	dere-FBgn0190069	dgri-FBgn0190068	dmoj-FBgn0103228
dmel-FBgn0051262	dana-FBgn0170296	dvir-FBgn0241306	dpse-FBgn0191720	dsec-FBgn0109013			dyak-GE24175	dsim-GD20243	dere-GG16783		
dmel-FBgn0051265	dana-FBgn0147160	dvir-FBgn0096910	dpse-FBgn0076150	dsec-FBgn0170130	dwil-FBgn0214207	dper-FBgn0164853	dyak-FBgn0241724	dsim-FBgn0190646	dere-FBgn0114203	dgri-FBgn0121538	dmoj-GI24438
dmel-FBgn0051266	dana-FBgn0147161	dvir-FBgn0094149	dpse-FBgn0197991	dsec-FBgn0076151	dwil-FBgn0170131	dper-FBgn0214208	dyak-FBgn0164854	dsim-FBgn0241725	dere-FBgn0190647	dgri-FBgn0114214	dmoj-FBgn0121539
dmel-FBgn0051267	dana-FBgn0147162	dvir-FBgn0094150	dpse-FBgn0197992	dsec-FBgn0076152	dwil-FBgn0170132	dper-FBgn0214209	dyak-FBgn0164855	dsim-FBgn0227993	dere-FBgn0190648	dgri-FBgn0114225	dmoj-FBgn0121540
dmel-FBgn0051268	dana-FBgn0094098	dvir-FBgn0263066	dpse-FBgn0170118	dsec-FBgn0250782	dwil-FBgn0114107		dyak-GE26462		dere-GG21929		
dmel-FBgn0051269	dana-FBgn0094148	dvir-FBgn0076154	dpse-FBgn0170129	dsec-FBgn0214206	dwil-FBgn0164852	dper-FBgn0241723	dyak-FBgn0190645	dsim-FBgn0114193	dere-GG22017		
dmel-FBgn0051272	dana-FBgn0146618	dvir-FBgn0094457	dpse-FBgn0211073	dsec-FBgn0076157	dwil-FBgn0181009	dper-FBgn0215917	dyak-FBgn0215914	dsim-FBgn0150229	dere-FBgn0241777	dgri-FBgn0192173	dmoj-FBgn0109497
dmel-FBgn0051274	dana-FBgn0146572	dvir-FBgn0094092	dpse-FBgn0197841	dsec-FBgn0076158	dwil-FBgn0170113	dper-FBgn0170109	dyak-FBgn0176935	dsim-FBgn0216512	dere-FBgn0162130	dgri-FBgn0241706	dmoj-FBgn0190630
dmel-FBgn0051278	dana-FBgn0146625	dvir-FBgn0094462	dpse-FBgn0211080	dsec-FBgn0076160	dwil-FBgn0181015	dper-FBgn0213298	dyak-FBgn0150239	dsim-FBgn0241784	dere-FBgn0192179	dgri-FBgn0109503	dmoj-FBgn0124831
dmel-FBgn0051279	dana-FBgn0146674	dvir-FBgn0095512	dpse-FBgn0210836	dsec-FBgn0076161	dwil-FBgn0170073	dper-FBgn0215787	dyak-FBgn0159198	dsim-FBgn0241513	dere-FBgn0190602	dgri-FBgn0109228	dmoj-FBgn0126806
dmel-FBgn0051281	dana-FBgn0096896	dvir-FBgn0244048	dpse-FBgn0181327	dsec-FBgn0164452	dwil-FBgn0228208	dper-FBgn0192445	dyak-FBgn0103473	dsim-GD20990	dere-GG11172		
dmel-FBgn0051286	dana-FBgn0165852	dvir-FBgn0228107	dpse-FBgn0276955	dsec-FBgn0191373	dwil-FBgn0105849		dyak-GE10233; GE28800	dsim-GD19885	dere-GG13579		
dmel-FBgn0051287	dana-FBgn0145392	dvir-FBgn0100047	dpse-FBgn0210492	dsec-FBgn0076165	dwil-FBgn0170057	dper-FBgn0215278	dyak-FBgn0149836	dsim-FBgn0241498	dere-FBgn0190588	dgri-FBgn0109215	dmoj-FBgn0126239
dmel-FBgn0051288	dana-FBgn0145298	dvir-FBgn0094442	dpse-FBgn0210856	dsec-FBgn0076166	dwil-FBgn0172637	dper-FBgn0216343	dyak-FBgn0216341	dsim-FBgn0159693	dere-FBgn0228558	dgri-FBgn0189747	dmoj-FBgn0104554
dmel-FBgn0051294	dana-FBgn0145316	dvir-FBgn0093502	dpse-FBgn0197596	dsec-FBgn0197595	dwil-FBgn0076172	dper-FBgn0180612	dyak-FBgn0213692	dsim-FBgn0149539	dere-FBgn0243392	dgri-FBgn0191807	dmoj-FBgn0112600
dmel-FBgn0051296	dana-FBgn0093509	dvir-FBgn0248955	dpse-FBgn0076173	dsec-FBgn0180619	dwil-FBgn0150299	dper-FBgn0150298	dyak-FBgn0243398	dsim-FBgn0191813	dere-FBgn0112665		
dmel-FBgn0051300	dana-FBgn0132950	dvir-FBgn0094584	dpse-FBgn0094582	dsec-FBgn0094583	dwil-FBgn0094585	dper-FBgn0094586	dyak-FBgn0210572	dsim-FBgn0210571	dere-FBgn0076266	dgri-FBgn0247752	dmoj-FBgn0247751
dmel-FBgn0051301	dana-FBgn0144761	dvir-FBgn0099991	dpse-FBgn0197759	dsec-FBgn0076178	dwil-FBgn0179088	dper-FBgn0213785	dyak-FBgn0151329	dsim-FBgn0241423	dere-FBgn0190523	dgri-FBgn0109146	dmoj-FBgn0124067
dmel-FBgn0051313	dana-FBgn0133427	dvir-FBgn0094493	dpse-FBgn0247898	dsec-FBgn0180689	dwil-FBgn0180699	dper-FBgn0161762	dyak-FBgn0243463	dsim-FBgn0191886	dere-FBgn0113409		dmoj-GI10663
dmel-FBgn0051320	dana-FBgn0147531	dvir-FBgn0094504	dpse-FBgn0211534	dsec-FBgn0076194	dwil-FBgn0180713	dper-FBgn0214163	dyak-FBgn0161609	dsim-FBgn0243476	dere-FBgn0191898	dgri-FBgn0113525	dmoj-FBgn0121172
dmel-FBgn0051321	dana-FBgn0133578	dvir-FBgn0133579	dpse-FBgn0093186	dsec-FBgn0201627	dwil-FBgn0076195	dper-FBgn0179023	dyak-FBgn0213356	dsim-FBgn0160861	dere-FBgn0241359	dgri-FBgn0190465	dmoj-FBgn0109078
dmel-FBgn0051323	dana-FBgn0147424	dvir-FBgn0093784	dpse-FBgn0211013	dsec-FBgn0076197	dwil-FBgn0165263	dper-FBgn0215304	dyak-FBgn0159426	dsim-FBgn0240822	dere-FBgn0192714	dgri-FBgn0103765	dmoj-FBgn0126932
dmel-FBgn0051324	dana-FBgn0147422	dvir-FBgn0138775	dpse-FBgn0095526	dsec-FBgn0211009	dwil-FBgn0076198	dper-FBgn0216472	dyak-FBgn0159422	dsim-FBgn0240820	dere-FBgn0192712	dgri-FBgn0103762	dmoj-FBgn0126930
dmel-FBgn0051326	dana-FBgn0147262	dvir-FBgn0095795	dpse-FBgn0209713	dsec-FBgn0248583	dwil-FBgn0180728	dper-FBgn0212908	dyak-FBgn0160889	dsim-FBgn0227930	dere-FBgn0191914	dgri-FBgn0113600	dmoj-FBgn0127148
dmel-FBgn0051327	dana-FBgn0095797	dvir-FBgn0095798	dpse-FBgn0180732	dsec-FBgn0180731	dwil-FBgn0227934	dper-FBgn0227935	dyak-FBgn0191918	dsim-FBgn0191917	dere-FBgn0113622	dgri-FBgn0113616	
dmel-FBgn0051337	dana-FBgn0133463	dvir-FBgn0094394	dpse-FBgn0210218	dsec-FBgn0076206	dwil-FBgn0180783	dper-FBgn0215349	dyak-FBgn0161569	dsim-FBgn0241551	dere-FBgn0191962	dgri-FBgn0109271	dmoj-FBgn0126530
dmel-FBgn0051342	dana-FBgn0146081	dvir-FBgn0093945	dpse-FBgn0197633	dsec-FBgn0247967	dwil-FBgn0178935	dper-FBgn0214230	dyak-FBgn0161968	dsim-FBgn0243262	dere-FBgn0190380	dgri-FBgn0111517	dmoj-FBgn0125832
dmel-FBgn0051343	dana-FBgn0095054	dvir-FBgn0095055	dpse-FBgn0210167	dsec-FBgn0076210	dwil-FBgn0181222	dper-FBgn0214896	dyak-FBgn0161378	dsim-FBgn0228109	dere-FBgn0192352	dgri-FBgn0109701	dmoj-FBgn0126717
dmel-FBgn0051344	dana-FBgn0145372	dvir-FBgn0088853	dpse-FBgn0210473	dsec-FBgn0076211	dwil-FBgn0180652	dper-FBgn0214791	dyak-FBgn0149686	dsim-FBgn0243427	dere-FBgn0191846	dgri-FBgn0112989	dmoj-FBgn0126221
dmel-FBgn0051345	dana-FBgn0160751	dvir-FBgn0241599	dpse-FBgn0192009	dsec-FBgn0109324	dwil-FBgn0126674	dper-FBgn0146963	dyak-FBgn0095115	dsim-FBgn0198086	dere-FBgn0076212	dgri-FBgn0180834	dmoj-FBgn0212875
dmel-FBgn0051347	dana-FBgn0144991	dvir-FBgn0094891	dpse-FBgn0211141	dsec-FBgn0246688	dwil-FBgn0180844	dper-FBgn0226161	dyak-FBgn0163723	dsim-FBgn0241607	dere-FBgn0192017	dgri-FBgn0109332	dmoj-FBgn0127024
dmel-FBgn0051352	dana-FBgn0144666	dvir-FBgn0088612	dpse-FBgn0201512	dsec-FBgn0248403	dwil-FBgn0181083	dper-FBgn0212926	dyak-FBgn0164903	dsim-FBgn0241851	dere-FBgn0192235	dgri-FBgn0109569	dmoj-FBgn0129361
dmel-FBgn0051354	dana-FBgn0133019	dvir-FBgn0133020	dpse-FBgn0145227	dsec-FBgn0133021	dwil-FBgn0133018	dper-FBgn0092917	dyak-FBgn0093650	dsim-FBgn0096294	dere-FBgn0093652	dgri-FBgn0095403	dmoj-FBgn0093651
dmel-FBgn0051357	dana-FBgn0133477	dvir-FBgn0095786	dpse-FBgn0210232	dsec-FBgn0076220	dwil-FBgn0172687	dper-FBgn0215172	dyak-FBgn0151461	dsim-FBgn0228611	dere-FBgn0189797	dgri-FBgn0104605	dmoj-FBgn0128306
dmel-FBgn0051358	dana-FBgn0094767	dvir-FBgn0180901	dpse-FBgn0241667	dsec-FBgn0192075	dwil-FBgn0109391		dyak-GE24555	dsim-GD20608	dere-GG17164		
dmel-FBgn0051361	dana-FBgn0133038	dvir-FBgn0094249	dpse-FBgn0198342	dsec-FBgn0076225	dwil-FBgn0178863	dper-FBgn0213542	dyak-FBgn0159857	dsim-FBgn0243195	dere-FBgn0190317	dgri-FBgn0110829	dmoj-FBgn0124781
dmel-FBgn0051363	dana-FBgn0133798	dvir-FBgn0146479	dpse-FBgn0093656	dsec-FBgn0197879	dwil-FBgn0203003	dper-FBgn0248859	dyak-FBgn0243662	dsim-FBgn0180945	dere-FBgn0213046	dgri-FBgn0150002	dmoj-FBgn0227987
dmel-FBgn0051365	dana-FBgn0147298	dvir-FBgn0095049	dpse-FBgn0209747	dsec-FBgn0076228	dwil-FBgn0178456	dper-FBgn0214844	dyak-FBgn0151431	dsim-FBgn0241125	dere-FBgn0189930	dgri-FBgn0104748	dmoj-FBgn0131321
dmel-FBgn0051368	dana-FBgn0132855	dvir-FBgn0100163	dpse-FBgn0210921	dsec-FBgn0076230	dwil-FBgn0178850	dper-FBgn0214801	dyak-FBgn0149891	dsim-FBgn0241338	dere-FBgn0190305	dgri-FBgn0110701	dmoj-FBgn0126299
dmel-FBgn0051370	dana-FBgn0172745	dvir-FBgn0240767	dpse-FBgn0192662	dsec-FBgn0103696			dyak-GE23594	dsim-GD21211	dere-GG11396		
dmel-FBgn0051371	dana-FBgn0145482	dvir-FBgn0100323	dpse-FBgn0209860	dsec-FBgn0076233	dwil-FBgn0167091	dper-FBgn0215131	dyak-FBgn0151646	dsim-FBgn0240574	dere-FBgn0188590	dgri-FBgn0104225	dmoj-FBgn0124896
dmel-FBgn0051373	dana-FBgn0146624	dvir-FBgn0094461	dpse-FBgn0211079	dsec-FBgn0076234	dwil-FBgn0181014	dper-FBgn0213296	dyak-FBgn0150238	dsim-FBgn0241783	dere-FBgn0192178	dgri-FBgn0109502	dmoj-FBgn0124830
dmel-FBgn0051374	dana-FBgn0280974	dvir-FBgn0145185	dpse-FBgn0093665	dsec-FBgn0197345	dwil-FBgn0076235	dper-FBgn0180952	dyak-FBgn0213803	dsim-FBgn0149877	dere-FBgn0241729	dgri-FBgn0192124	dmoj-FBgn0109447
dmel-FBgn0051380	dana-FBgn0095248	dvir-FBgn0076236	dpse-FBgn0165167	dsec-FBgn0216394	dwil-FBgn0159887	dper-FBgn0228511	dyak-FBgn0189703	dsim-FBgn0104507	dere-GG12215		
dmel-FBgn0051388	dana-FBgn0147338	dvir-FBgn0093874	dpse-FBgn0209674	dsec-FBgn0178797	dwil-FBgn0243126	dper-FBgn0192140	dyak-FBgn0110262	dsim-FBgn0129838	dere-GG18045	dgri-GH22380	dmoj-GI24616
dmel-FBgn0051390	dana-FBgn0146617	dvir-FBgn0094456	dpse-FBgn0211072	dsec-FBgn0076241	dwil-FBgn0181008	dper-FBgn0215913	dyak-FBgn0150228	dsim-FBgn0241776	dere-FBgn0192172	dgri-FBgn0109495	dmoj-FBgn0124825
dmel-FBgn0051391	dana-FBgn0094463	dvir-FBgn0181016	dpse-FBgn0181017	dsec-FBgn0241785	dwil-FBgn0241786	dper-FBgn0192181	dyak-FBgn0192180	dsim-FBgn0109505	dere-FBgn0109504		
dmel-FBgn0051404	dana-FBgn0096952	dvir-FBgn0181761	dpse-FBgn0242218	dsec-FBgn0191597	dwil-FBgn0108254		dyak-GE25132	dsim-GD20117	dere-GG16019		
dmel-FBgn0051406	dana-FBgn0178743	dvir-FBgn0190210		dsec-GM23878				dsim-GD18689			
